D1009624	246697
472393	254499
16932A2	167761
508508	211614
G41016	170889
47113A1	260720
436460	153946
495164	175544
496288	213670
416530	268592
510585	192547
403006	192769
58242A2	232747
440147	278128
407835	226249
464449	181077
457862	248819
437502	258191
39074A5	226006
2900A2	288339
43531A3	217130
50056A2	181356
2233A1	291038
62536A1	241071
478000	179757
401935	269779
420532	227721
514397	222401
37418A4	293412
484538	225089
420816	303417
484480	210464
403777	151859
37971A1	303418
457124	178026
493847	247343
506901	298025
432029	282035
48378A2	257495
473232	180568
441210	155929
469660	179477
17986A4	295735
433065	284431
470419	250331
50577A1	230426
471882	231130
413662	235201
28684A6	171186
464985	249273
48526A2	292939
489853	210560
405267	199353
420681	209069
431042	169888
431817	167859
454006	228143
50744A1	187632
447778	247698
429221	280313
470913	169305
451402	285549
446397	191834
G42610	296975
53667A1	206906
56388A1	263256
49787A4	256917
38213A4	231299
479416	184634
421698	260054
482537	207573
486942	227537
G40329	190670
8396A2	251230
432850	239033
55295A1	179819
455196	172841
515910	301014
437158	176023
420759	278353
461859	293645
66994A4	279443
477671	182471
445508	202258
410537	174493
5466A1	182734
16815A2	159129
67399A1	289049
474976	237894
508808	281355
433367	184362
490312	196078
446895	255221
459377	178502
493643	171321
439138	151760
60978A2	196262
50467A2	230423
500835	230712
41915A1	216836
444499	185043
426247	223753
416496	247306
432323	172577
47834A4	173107
59797A3	285445
484023	239750
504167	268539
441602	274655
475600	277915
448411	298784
1444A5	176704
456571	208130
469694	154797
40112A3	229360
62985A2	209825
462898	174564
480492	252883
472571	275633
491131	166761
446599	215321
408098	154309
54544A2	252250
41120A2	155585
57358A1	231527
58868A3	264377
7583A1	155156
470462	258137
39431A2	183571
53586A2	256554
498636	268508
61792A2	196903
418248	160481
506579	303485
433528	201936
49633A2	293129
460852	264874
458172	298219
59168A2	153115
432125	271142
63645A2	170348
40402A5	222607
469590	215298
486710	190525
480502	237891
410829	212294
454565	200339
440698	259255
463444	177036
416894	277236
418676	252451
32613A2	256701
488442	167135
405380	188067
497116	205086
444075	189903
479227	164941
20186A5	212389
477414	207860
420422	169779
4108A2	277516
456421	258715
10208A2	249534
437334	186479
429856	223630
511211	285701
499096	190816
475755	232457
3668A5	265428
440398	284148
453977	275381
61292A1	224332
474726	244451
D1017355	259887
514054	187191
53183A1	276368
508964	155070
511833	245483
50272A1	156518
487824	267238
477467	230375
6572A9	158788
452022	188850
28440A4	244402
503984	267666
62828A1	218461
413243	273754
476891	214492
477206	287692
48332A5	287984
437393	170238
502219	243686
509450	257545
501467	244197
65388A3	203374
509611	191843
414863	226759
60838A3	239177
20727A3	288284
451237	243448
G42247	198785
441257	273388
48730A4	215641
59245A1	203024
34282A2	221918
458754	166748
496461	198675
429404	236653
513587	160952
39911A4	172986
47831A2	291103
418247	295483
491515	246055
2228A4	223437
457643	161980
459896	161036
7858A1	258326
412167	211526
452958	303553
443653	255679
60684A2	278445
50186A1	290297
506879	151044
477742	156569
64743A2	198458
426942	166268
426800	248218
432697	182002
64446a1	237994
411603	263278
406373	159262
508461	239173
463952	233913
493277	289516
436622	164058
430117	303562
453122	171717
13977A2	151618
24753A1	254687
449309	174456
463554	179899
9085A2	155721
20499A5	272282
481743	190360
463478	186082
448858	282274
504478	272796
D1023654	235611
64055A1	205814
506235	260874
456804	255193
507537	285643
401206	240363
60937A2	245310
504644	281159
452216	253991
447605	167882
453344	169047
456302	164781
G42316	201519
495996	287329
440878	158031
419838	298852
476739	156237
459566	232930
37084A1	180832
450207	265730
406619	220228
438620	221388
6046A2	162188
405444	267370
438376	192710
514213	202576
499475	283407
463008	303577
36035A4	207765
453224	247323
428026	170611
491111	212407
404627	245258
488046	271636
48705A2	157098
20604A1	221325
468946	160458
401244	230476
405355	239982
32521A1	288997
450959	232509
402325	284357
54062A1	230196
41473A2	293275
464947	196372
32513A2	215557
511230	250353
461609	233220
495062	217587
473907	192685
406209	167552
454360	225196
26011A3	176443
431188	239052
60121A1	186038
5012A2	205023
496993	274179
507246	167059
493824	180312
63611A3	227981
432934	212238
506578	233296
512905	242001
35151A2	298782
754A1	204634
429971	262364
516066	303608
482877	220642
484824	151650
510896	156700
428455	268776
40148A1	251737
8937A5	162988
488715	203451
482707	207377
412269	290368
20369A4	174646
444746	244092
401360	171702
444162	223959
489763	288973
210624	242128
412879	281815
67555A1	246996
461180	289025
480519	283968
481776	154351
427716	233890
46752A6	257937
56898A1	299216
491319	237599
451459	249121
473690	206572
42784A2	286907
475001	228887
63777A1	274558
448935	277244
464857	292710
410186	230270
511377	178657
443265	200847
449407	250593
442068	236242
509606	195164
G41300	228253
463303	163530
453407	273020
464750	235947
400973	225029
426614	234318
513415	236923
41071A3	243353
437182	185732
2985A2	234706
56654A2	156871
52111A3	264949
46981A2	259148
494191	152712
24104A6	174594
455862	292804
407354	215926
43059A3	155754
445076	231606
449554	184260
461738	173115
G40605	168650
427228	246824
511781	285449
476102	291348
59484A2	214467
462889	296851
2048A2	250139
65573a1	166891
48712A1	156584
463412	176069
459191	153664
406A1	288104
5105A2	197012
447120	174543
47939A3	177612
476196	291679
510069	273136
39509A2	240398
479558	253578
46485A3	268009
47683A2	219792
60879A2	175896
64940A3	298099
15556A3	263476
497723	209510
420213	217591
282A3	175571
513996	261235
401097	292238
51144A1	170079
461927	230106
452239	214524
447084	274921
50475A1	221021
41523A5	264297
481409	215301
452584	301070
443134	273211
495081	193167
510014	245169
54099A1	287440
461132	166957
439637	225491
65659A1	269929
55842A1	200980
6432A3	192689
54107A4	152127
494300	288341
38041A1	298187
47928A3	272776
66743a2	286105
23048A4	222570
60972a4	290104
407629	157636
449081	240370
407764	291049
514786	303693
3405A4	157353
455339	252925
482514	153210
2212A6	175722
64089A2	263306
62495A1	173346
420254	208690
9597A1	287263
461506	210705
66280A3	299439
493904	247434
503225	163603
8586A2	233185
421476	184892
439537	264023
50489A2	272119
440536	291083
500521	199113
437399	183583
472256	205501
3774A2	180044
468775	263912
501605	255060
428400	196595
508222	177917
47431A1	258952
12326A4	214767
D1013393	241522
26246A4	154006
499792	278233
50529A1	264389
475865	206011
493438	233358
401739	232201
406658	156899
G41336	223721
2335A2	166067
509052	188157
23917A4	230049
493357	230122
484748	265812
484954	284624
411159	172970
31889A2	231263
406020	282506
25132A1	210657
470761	261647
25100A4	256356
33656A2	193150
45678A3	153925
488087	295874
453742	158676
511016	217425
15128A6	238181
47360A3	250691
488297	257064
499299	236449
60120A1	254240
452672	298910
434929	293964
1488A8	279514
402195	199732
504209	151627
414556	195382
496225	255940
413979	219924
401113	156321
473065	299837
434912	221098
469831	191478
506683	299725
51308A2	303736
506651	253308
413309	236730
512286	270859
14954A2	278916
482191	205008
461518	164583
40644A3	226095
433423	272544
18671A5	170398
51527A1	178215
59312A3	162939
480375	278642
33060A4	281699
419005	257384
430349	261117
475667	203572
452452	225475
404578	156639
439771	175062
9976A4	257114
510236	158864
3154A3	219282
426706	273548
413105	232300
51249A1	280890
27462A5	215652
434396	284500
15335A9	261993
4092A1	286416
485458	282048
501386	191041
501600	261680
498407	245167
55542A2	269040
444948	270514
G50342	281797
413695	298307
486202	188486
505065	254266
479947	260204
450181	296750
403237	256152
447738	296377
482518	242605
509802	297401
41643A4	202719
470317	266184
65962A3	221770
429174	216864
57718A2	298040
48201A1	233483
50348A1	192965
435479	277815
51427A2	157987
22663A2	176710
62438A3	247020
452576	236127
437938	297851
493984	243974
G40939	242372
450286	212765
473351	261682
21049A3	170762
24286A3	258068
456966	215723
499851	243416
441681	182054
405277	153726
15828A1	255214
61852A2	172919
20932A1	253326
D1026162	217288
476480	155312
51155A2	186604
484995	274744
53546A3	161610
510693	219062
503480	184199
446108	275712
515545	301206
514197	291613
41039A5	268899
38708A1	188380
410798	241033
9497A4	299749
D1016845	276327
32065A3	254918
859A2	181316
44098A6	193853
448747	283986
512329	171330
477842	250535
45742A4	218587
447139	181894
419262	276302
67068A1	162892
511379	220860
515982	303808
506665	202284
53986A4	291761
484206	227346
464062	220863
431923	277923
432032	284049
429011	281021
479128	176248
515830	303809
408050	285810
27706A1	205880
414965	207975
444360	221605
512525	183899
513986	289389
2093A1	205146
481821	277942
66709A2	255211
210778	212903
505249	225324
61377A6	285929
458475	265017
55546A2	220591
410134	250234
D1000980	298797
54282A3	152771
411655	228461
411318	289063
432824	252563
428159	216890
416930	303822
418727	156610
470339	200163
431297	236234
51301A3	253962
413835	168665
407030	204655
479453	178072
410504	270929
597791a1	161056
51263A3	251438
413635	238652
469599	175498
47169A1	181537
486355	198325
D13072	287855
65761A1	188859
444686	175297
5369A1	282572
433022	194968
515718	303835
507074	239026
474229	178712
13006A2	247170
514045	181575
461734	260273
453910	269812
509747	297915
57843A1	199278
64500A1	177433
453331	244467
460329	191780
456873	204645
501116	153679
495123	285338
441557	164238
60513A5	260830
431636	225137
427304	154059
476289	283406
408130	180438
31111A1	171986
500734	281170
405165	160289
418208	264608
491032	226320
514041	163707
29983A2	195503
18230A1	181040
33933A1	238370
63031A8	274396
464360	254077
446614	184611
63904A1	238581
470355	285336
422048	230231
508654	190622
36010A8	190819
43295A4	207393
50358A3	249142
458954	265229
39009A3	251263
420749	211508
36449A1	234115
501040	175375
415194	218956
418406	224248
59114A2	189937
470364	240923
46528A2	294785
437516	261863
463328	169619
12750A6	286576
403009	214299
437415	240938
36010A4	256199
433979	156572
483611	156431
497208	194683
493069	216384
428226	227066
411489	303866
441752	232270
G40767	261467
482123	180652
35729A2	294418
432797	183160
1435A2	272998
497805	194661
48560A1	265713
431723	158922
498348	241066
63118A1	154324
60731A6	197149
471447	187223
42628A3	258058
429970	224477
402606	264136
433080	191847
25201A1	208121
41081A4	195437
59592A2	155633
37832A5	164192
492489	175702
472820	229260
459210	282763
456455	175692
471904	267016
515238	300741
31508A5	238073
471586	151953
39166A1	288037
476129	157080
444530	247892
400523	153564
6857A4	257758
406831	299847
32028A1	152573
5894A5	293899
487417	264658
462534	189754
505057	233840
429154	157192
480390	218261
478559	246620
482634	159739
53955A1	180519
21571A6	175392
479817	182724
59588A2	173852
61733A2	293199
61690A1	216911
508579	221497
474906	170951
426172	267185
489249	272276
8251A4	258392
47659A1	195073
504099	191538
65328A2	183156
509277	245796
448600	185432
1490A1	299005
D1018212	245354
513679	169766
54776A3	226527
46109A2	242889
20497A4	264900
419820	156354
487852	279578
431988	255087
464250	239178
427584	175645
464751	183175
453077	244578
32251A4	276052
446333	263403
431523	170709
485810	277969
452309	296103
409303	157457
32717A2	152918
3313A2	244316
49799A3	270041
39572A1	216081
10937A7	198371
51860A2	235180
439609	197391
472606	163112
D1021293	152318
499388	176206
454900	226198
57396A3	294466
452820	281369
513113	154405
53951A2	233664
457166	287930
48119A1	159278
62360A2	192653
53373A2	201835
415025	153939
42931A1	291050
306A6	269480
490749	248067
416733	192182
442974	271095
25517A2	193360
418057	259814
412341	153145
432070	260130
15590A2	156529
461357	291360
461997	266212
427753	243042
21549A3	166008
15764A7	215613
1923A5	194572
506885	165970
478030	162837
440064	155938
486649	232917
484624	225233
G41295	158524
454302	258496
26119A3	194173
32462A4	190888
41872A2	248030
31497A2	213289
11445A2	220474
460120	179578
502483	271346
441749	228528
456288	267397
D208242	227349
507076	271891
24443A5	235835
408995	264034
491227	202728
431131	188451
487761	247379
444992	297051
67210A2	264469
512766	267592
514815	175611
6023A3	267556
496748	170329
455169	229163
45840A5	266717
3519A2	203402
448210	290673
433559	210622
499820	271007
55392A1	227882
515255	303976
16133A1	221528
449773	159465
445379	274681
404304	239437
57466A1	299938
60671A2	257920
437046	202581
491373	278230
G41680	253791
431493	253001
43631A2	216607
60594A1	165940
440744	245533
464684	258246
443772	222665
438504	226970
33721A3	224140
19610A2	199114
472317	284411
492326	296900
57861A2	243034
66344A2	183121
471011	216591
445406	243569
58112A1	198318
459015	231829
496696	251454
431359	167383
500149	241221
33862A1	190734
G45995	288911
464964	215284
486627	218720
47493A3	203506
36831A1	246358
499141	291949
503684	162323
418045	259191
470542	229199
512511	154967
47075A1	243125
493566	281162
448376	161635
51430A4	247814
43360A3	238686
436731	190087
410112	203075
469359	165392
51322A1	159299
451725	228894
503401	226309
502694	255555
49280A2	239532
464362	236096
41303A3	257178
453801	182752
434562	164883
479742	207039
30635A4	181293
474317	241466
406743	231967
463545	247279
442970	259210
461096	265822
458153	229259
10373A1	272781
431218	238005
62790A2	226584
464104	281994
449256	173039
508730	273332
402957	181003
2979A2	192915
44396A1	222148
469139	240568
65670A1	238354
419287	278268
434723	304013
408362	268046
458448	204887
474377	183810
476913	245709
506310	211070
477078	209016
430693	221647
487778	287688
501215	283935
44723A2	218479
492829	185954
505202	154279
47769A2	280223
64092A1	170950
414898	299946
64819A2	174360
G40972	269612
56642A2	203562
483941	272607
49831A2	285750
444058	269515
511828	286888
408A2	151726
436804	158241
54973A2	191008
429215	234904
434805	284461
426162	151849
48686A2	280297
444868	195046
449495	200084
504815	176331
6836A3	245319
494644	254151
417704	299754
470763	234589
427847	290350
613541	163454
453645	246456
49655A2	256275
45501A1	151182
436099	286153
471422	173744
D1008859	275394
468954	196435
419258	181238
42394A2	245967
491432	237667
13017A4	216916
462240	163538
67483A2	176658
3926A1	182460
D1025740	277168
D1014345	259724
507745	298798
504040	280982
46540A5	252632
442979	265426
490232	184899
503740	206738
58760A1	237408
429504	181389
61664A2	208426
430791	203778
485623	194599
436757	171544
431411	258549
498752	232106
20372A1	176579
22409A1	210317
426619	289924
501829	236042
449660	211184
D1019314	280608
473350	261683
451204	202735
453969	161758
32663A1	155391
453154	173667
414745	171285
491000	304080
440621	229417
26160A4	179973
441581	234127
19065A1	231993
23544A5	191449
4849A6	234105
515617	304081
50789A1	260811
507909	241663
402075	242945
433009	199924
504221	218260
434139	272332
411458	155000
23755A3	211631
483664	175269
50184A2	158175
472245	247486
33725A4	224528
435440	272745
472122	162767
485178	292311
10606A2	182936
2050A2	154579
488525	173780
456097	174541
51361A1	187566
67316A3	189977
36769A3	156471
475185	304107
480215	304108
50633A2	249884
478476	202169
506364	209155
481574	173490
489415	180753
413144	241840
20643A2	159546
8387A1	259112
498702	278863
515628	304120
471047	264622
408056	160702
488679	200396
403448	294060
51308A5	286256
464776	212959
493893	152295
405324	299346
64287A1	208266
494385	288336
57425A2	252146
44604A3	197104
406217	186029
506646	209539
438016	272786
488362	278646
G40816	205589
445975	188517
41778A1	287828
475250	169698
44731A5	286967
432013	216024
23677A5	205721
54341A4	253397
420722	223359
474794	166976
408789	281457
485216	220882
473795	250527
482982	184034
447713	301591
45731A2	183410
492840	200213
G44187	158147
50398A2	285672
13841A1	202525
64757A1	251991
60834A1	283511
472039	245697
445588	194335
409144	265647
53127A1	240251
508235	262312
45214A3	262330
490724	221353
422113	233369
36935A4	226833
401802	157889
429701	249660
2691A1	287480
427824	168008
471806	279452
421546	266408
61956A2	261520
479208	301616
494876	155782
439770	282990
495946	161863
493507	160471
447368	183315
510237	236547
403265	232074
451220	173817
401873	289054
35481A3	206699
413067	245225
479761	221660
435891	202391
417507	217336
474997	173129
501444	239638
433453	169185
58963A3	288173
43584A5	223698
454407	166838
493999	297275
512020	292078
60170A3	295019
496568	259837
22041A1	167488
61904A2	277746
489197	161415
412124	263384
441192	248595
442522	232327
442953	257566
472383	223939
476708	227417
497584	205531
442675	234900
62760A2	199867
39103A4	158187
430060	293206
459625	232232
27706A6	205878
50116A4	254250
34112A3	234518
412461	184848
486187	189508
421862	254309
427703	162454
409168	266076
9038A4	297018
37296A3	301652
63868A2	187459
455437	175188
437966	218990
453374	206183
9695A1	232073
437783	234315
463650	154214
42923A3	279833
43382A2	293259
G13900	175395
11512A4	182173
471801	193876
477648	229696
436546	279299
490187	277368
474691	248883
459704	230198
430560	188575
451398	157478
462647	196502
471755	152881
58337A1	161424
474736	172273
49341A1	248604
469686	283816
492119	229785
404905	159454
413039	169786
438762	191961
D1004520	154697
500024	207134
490287	293319
44528A2	203381
16639A3	272454
443360	297685
469256	278907
53614A1	208312
459072	179534
461401	228022
17114a1	196729
497240	250729
420337	265275
18912A6	191050
459088	245103
D1034343	301675
38537A3	265010
450079	242716
515719	301676
500778	288564
512966	268176
464921	286046
46184A3	161703
428450	270746
9445A1	178134
58610A1	236621
493890	247033
407125	268262
508378	171881
14538A7	156856
417248	296030
408788	287893
473945	219635
475468	171690
477749	245716
501906	154014
60698A2	197397
46385A2	178998
412374	242324
48509A1	185688
25524A2	258016
15060A4	265509
32669A1	154549
44121A3	215939
450870	158280
439264	177570
47939A2	292837
453379	240086
448869	167298
5439A1	206023
3309A3	283793
429356	164148
506043	171616
G41641	174320
451005	262765
462128	194719
486017	172174
26445A1	184720
63808A3	214784
514964	271861
47242A1	238015
495187	159269
434430	247218
456425	232043
45246A1	155482
4694A3	227688
1925A4	231932
53345A2	206941
420247	251063
508072	278307
43528A2	284402
433301	220236
17717A1	163311
477066	175350
17521A3	288086
427220	163669
490334	232208
492270	259561
469122	226772
413244	286477
G41178	172947
46514A2	244792
37176A4	283944
G46325	233393
449431	205928
420003	264893
16004A5	296648
440651	208760
512643	204021
438534	278551
G75511	190183
58593A1	205923
41325A1	242310
412015	165572
35894A4	174363
493709	205339
441855	210020
443706	266178
506512	259675
430169	262047
418803	198621
403277	159566
461089	268035
500951	162430
499787	255579
50243A1	264328
48772A1	263024
446407	232679
451153	289616
440855	290699
442280	290891
461792	296756
504217	294936
429998	201127
414185	218584
499850	208813
51424A4	203651
409720	152457
453169	274671
506674	257294
427662	278356
40832A1	271766
18455A3	215768
443336	186589
51705A3	188304
16526A2	225273
D1020697	201754
505823	153532
511013	250149
22804A5	284916
52417A5	287496
15409A5	234205
414856	169287
63245A1	179877
427699	171990
14519A1	224732
57058A2	179629
507693	231518
20215A2	212473
40687A2	165896
414361	162851
484058	251162
39300A1	166868
427188	294523
408613	152597
478069	226357
454998	280351
65368A2	281402
476110	183464
441552	259048
854A4	211580
506411	287973
54420A2	185867
486755	200311
413779	202143
49193A1	271211
63812A1	288750
21340A2	235133
45901A5	283822
490671	228933
430700	167209
477353	217718
497517	229684
459235	251989
403878	218078
413315	210075
445534	258217
456249	232142
42342A3	289597
D1022563	299102
30983A5	235475
58263A1	258437
745A3	273579
419606	195188
429854	251509
66486A1	293197
461447	158310
454714	153451
5836A1	250782
411378	223783
39936A1	174991
20444A2	247867
33533A5	275282
400591	257287
57680A4	214231
27721A5	167385
64530A1	295012
457627	283338
459731	268498
487264	298918
51610A2	297443
461099	190338
427850	185822
460957	226675
457610	183621
512663	285795
50366A4	211110
26916A7	160166
505895	267070
510809	222146
456793	214541
477227	235202
455841	301797
G41121	258287
62922A1	261397
487992	292559
62316A1	261661
484472	265603
406757	232628
12803A6	230336
507822	258835
471025	245157
427832	268561
63133A1	201797
446628	298908
426439	200023
436996	213914
33546A1	172126
66997A1	209694
59775A1	296408
56520A1	213556
21358A5	162199
464196	234596
407814	195807
491603	172419
5879A5	233460
435085	213346
28325A2	227312
G46159	255171
429037	277917
429948	279956
470664	184233
D1008170	157517
15392A6	175086
36476A1	167871
408352	267655
482646	271049
450384	180254
515744	300660
461982	250626
460666	180953
409191	299331
64059A3	230201
449372	205400
G41203	280531
504358	293221
487116	209306
470821	157803
22415a1	171655
62687A2	208999
487121	171252
29546A5	295288
57356A3	205475
454123	297088
496744	213418
52076A3	235995
422062	214249
505048	152325
405412	177328
407117	192024
62043A2	283812
447736	195763
432729	297928
26698A3	296274
D1008953	201350
456156	188760
44782A3	175313
427575	262739
54281A3	177538
455561	257522
3520A1	163822
458020	286232
409016	226984
56428a1	261257
404146	233495
488541	267046
469530	192517
451107	157455
31344A2	215558
506878	244781
515338	301248
427527	186219
4950A1	242389
41996A1	193257
438234	289457
57173A2	161380
G41534	235954
437013	285528
447916	290890
480634	292642
18273A4	224121
454720	229248
3719A3	193984
420633	214969
3896A1	181529
8083A5	153779
501794	168135
405197	252280
411630	174273
434532	265785
51995A1	187647
503295	219862
G13702	236167
494960	257544
66462A1	263009
404736	200736
448058	256496
401371	269796
428963	184915
512528	247612
428647	288759
46898A4	162937
64731A1	156726
458115	238532
G13782	175710
439469	195346
52680A2	181745
490055	248732
410373	239092
471995	271172
15207A1	192659
478819	290859
417446	209526
37448A2	186170
43198A4	301871
464901	171302
455233	169332
449304	183978
418515	198615
486292	258236
39018A3	207591
62849A2	162141
26322A2	267270
455045	259540
502313	255240
402975	180474
407315	214595
407532	150993
64928A1	288400
475965	299348
463228	272708
421017	262801
402098	264435
412844	151553
401425	166459
450197	288507
61771A1	242435
482048	204109
6160A1	210391
491390	194177
479611	213224
412308	231257
495046	207680
461947	238806
461892	163346
46719A2	172264
65793A2	231341
18580A3	281240
449547	182855
451794	159723
44404A4	224542
490684	178667
508789	214247
480721	165512
474189	285444
2558A6	163921
483010	163177
404432	233852
452559	159079
448403	181770
419751	154425
G41713	216086
496253	192302
498223	204889
343A2	174807
11586A5	258746
428032	252460
471306	256613
483026	167206
G44139	286137
64420A1	203764
498068	212988
481178	262428
47122A4	247424
443606	266960
G40832	154860
440084	268081
411074	286746
469254	186463
439623	289450
55312A2	275645
441538	218048
483461	205275
G42229	245245
43917A3	167730
442143	177863
56930A1	161854
487976	295988
463805	246008
441424	243442
503499	274208
13609A5	213451
469604	190177
428747	262151
62839A2	272277
41261A3	202123
32512A4	207780
403562	218223
455602	295804
461030	266125
504548	281715
485505	197464
513381	254475
441198	294531
496023	186827
419576	158370
464296	161737
514382	285491
4645A3	169688
478724	230713
G86934	152775
417516	266993
51823A1	198907
504511	251194
419745	204371
501055	234630
472058	260207
477176	214374
509602	175480
3594A1	190631
443359	172314
446222	201070
418232	187827
425985	175997
46829A4	171415
504076	192387
G13410	278993
417932	182725
490766	264706
491873	230796
419239	178101
464939	194477
28898A3	162336
50797A4	175996
417087	216927
510024	177474
491060	243820
442363	207326
432632	246197
469991	207557
492590	167719
440272	189982
485882	158459
430911	247818
435942	298408
