311267	556277
274417	627230
298433	561004
306055	569386
287332	602134
137712	559656
14281	577501
268915	579993
287264	620976
137329	547466
269021	550716
312735	568673
106982	546284
206666	588620
62915	634638
262260	613128
239590	626035
278564	571723
31406	633624
171071	607500
53818	614849
312725	549606
283412	577383
313053	546999
316570	598897
247789	584895
86188	554193
301707	624270
299458	603786
288547	620793
277676	595446
284936	552269
295314	544928
294631	614815
72317	569747
246247	627778
42274	541555
247564	610899
258933	598067
94443	622936
257452	622780
304098	612190
259425	570968
312378	548356
244700	613585
179005	627264
199037	574298
262304	633874
77015	545440
275531	595969
198741	598915
217227	627419
32413	578076
182436	589703
266856	558579
303351	604884
287804	584128
120343	580255
292288	565315
222577	621141
265355	602816
256350	631043
112560	632879
34919	601564
205591	597756
94225	604533
254195	555707
52122	606681
148109	557798
284857	557573
253138	562555
295359	617713
280052	590102
87276	542006
138245	574953
174048	632296
143273	598858
175576	560476
112350	546107
271928	564203
122732	604769
226068	563215
288737	573455
200912	596566
172010	566099
182250	632604
50620	547177
311472	575823
51823	604847
312191	550676
161237	574445
318296	594030
262300	554804
298447	570838
311545	572364
234425	632598
277000	617770
162087	593364
270117	557474
69324	578892
220025	574701
257197	618592
294006	592380
296854	624352
35340	624755
250545	582711
189297	618408
69340	631835
111017	633427
19561	555971
193502	551811
316478	603342
51561	541170
135133	615851
64027	612998
268471	629606
178742	546207
109759	578225
41183	600189
275685	559558
265768	591548
150697	570585
279772	551399
81613	596580
287215	609676
277189	565018
74003	612241
283675	550487
21319	573528
136752	542597
52769	590606
210138	605566
4182	633036
296009	627962
27016	604341
260602	592595
307486	563017
266174	545281
293425	568900
294313	569463
230780	595562
87490	626140
297043	579233
277692	604929
132457	565326
302731	612810
87331	573583
298474	625855
136074	622378
280943	626867
301810	540787
62312	564663
230579	609452
69017	613556
20815	572110
267034	599450
286029	575055
250036	628843
287164	561366
254458	540138
185286	550294
311334	599571
166283	540883
303637	606923
306440	560130
13691	615833
273000	586217
204021	574034
56846	602620
214289	557198
306603	573894
28276	624150
57384	614817
315237	555136
192905	577998
30291	599326
316760	632324
31024	600896
61335	549119
22210	605146
272772	599438
258239	617818
59033	598458
79176	564851
174063	573420
110711	613861
245073	581183
118054	602835
250775	589337
18564	571580
230503	629242
309403	600985
284006	563955
9311	567360
282614	573270
53182	584062
258209	615177
313267	568631
239711	591023
256938	574897
242535	570735
7864	544219
22104	588705
208955	582176
285799	621363
276358	593965
196271	606554
167095	626841
288523	594529
283292	614697
132148	631943
262165	571891
298101	545729
18891	624062
241394	626576
272048	607744
307455	584452
276170	564588
288969	547193
166338	595015
288909	569165
116071	593014
132757	614748
192624	567881
268845	605151
87881	583924
293998	633220
306307	591636
197096	544313
3058	622447
151555	586237
139289	572297
285850	619007
299159	582552
228304	603083
177261	582008
62836	562343
109403	557119
264981	561488
21133	569100
11007	565312
294291	631072
250987	544251
274258	578413
291680	550537
5644	545932
231929	597896
271920	563125
263821	630907
88213	621314
208365	622303
96385	604086
136520	545479
9098	621124
39415	601427
13982	619896
310949	578681
312026	592883
262167	558990
283078	586686
219698	599837
42830	580138
251384	579528
24507	543484
226977	588412
312566	563266
96750	549037
75505	589082
284884	621776
272223	570677
301601	541258
273625	630161
310508	547800
308835	558719
302894	549426
51608	594739
284965	570629
22016	609366
270327	576421
5894	549392
185797	570405
211331	597544
263748	558849
306868	632808
294171	557092
257286	584709
280169	585496
309782	631113
107651	598128
18987	561590
285823	601662
298564	630777
193533	589262
292604	587727
15383	546800
304524	575228
187433	632143
304706	614002
302963	564125
199876	590886
274222	600526
295213	546047
301602	584535
294270	567189
22736	596213
262074	566554
307709	550745
310676	604066
226456	607959
313765	607811
166141	612000
40582	627652
269408	542538
29512	633129
268640	554965
251376	576054
131206	613761
62233	603703
231622	599209
308591	599366
245237	604499
152489	555593
128949	618214
293319	586986
308105	583322
309059	631924
285591	557395
89783	554405
293707	594757
127079	587308
293253	554687
172033	602489
235524	618755
305095	607089
67068	542607
261832	585299
287464	627197
274724	611639
248260	591639
111581	596943
266919	574697
314624	549552
4178	569665
34092	547985
295108	551714
317792	588510
161718	631948
305598	625171
153097	594213
262102	551347
206032	610618
229951	575669
3194	582605
91797	619438
272879	585273
275339	603861
304375	627792
88296	613473
182800	555636
59405	613754
243459	596464
291734	616421
303766	593389
234627	590920
305358	555065
227083	558299
290828	610083
288502	569588
63507	592727
287578	549223
77942	544791
120206	606029
291139	550379
294992	602795
76329	540749
123751	572794
2670	591911
305993	576435
286453	576539
81402	586841
17242	569876
297831	583365
97530	560451
265668	604661
290662	550928
4813	590781
86296	612108
311237	590498
313037	572412
292293	570618
284393	592894
296624	598761
262513	626076
56799	550051
12151	559082
261676	611383
92453	589670
86851	578771
110457	573640
208110	603815
278015	582154
295185	633592
292467	564965
11875	622825
193192	595852
311304	593993
256460	556052
164639	624116
298328	617612
230322	557543
145213	584609
