301547	540012
156819	540013
310386	540014
292940	540015
250726	540016
290763	540017
280192	540018
243507	540019
275590	540020
252481	540021
308799	540022
301291	540023
34760	540024
136626	540025
267424	540026
248619	540027
44935	540028
139783	540029
265734	540030
271008	540030
156938	540031
312567	540032
253389	540033
248649	540034
208677	540035
297519	540036
12600	540037
64692	540038
121991	540038
315020	540039
248877	540040
249506	540041
297649	540042
33669	540043
173144	540044
285104	540045
284642	540046
15778	540047
91778	540048
25502	540049
253861	540050
15177	540051
290361	540052
204801	540053
141798	540054
15227	540055
297430	540056
166033	540057
298701	540058
228420	540059
213129	540060
2873	540061
5843	540062
15912	540063
299993	540064
182445	540065
95152	540066
294986	540067
13625	540068
83245	540069
299564	540070
298683	540071
80715	540072
202222	540073
232750	540074
300748	540075
264966	540076
33613	540077
263283	540078
35663	540079
260190	540080
304968	540080
77188	540081
251100	540082
10690	540083
297789	540084
2335	540085
46125	540086
267689	540087
61608	540088
33233	540089
297042	540090
266220	540091
49161	540092
28568	540093
286995	540093
64209	540094
40074	540095
232912	540096
254108	540097
268820	540098
292526	540099
30140	540100
17033	540101
309871	540101
240024	540102
271378	540103
272759	540104
155709	540105
300550	540106
197933	540107
301566	540108
193917	540109
24995	540110
271606	540111
227799	540112
299300	540113
41877	540114
219514	540115
174586	540116
271610	540117
32574	540118
209426	540119
203403	540120
73913	540121
96275	540122
223947	540123
1445	540124
262460	540125
279392	540126
286490	540127
246765	540128
214820	540129
264640	540130
309040	540131
171994	540132
296445	540133
271085	540134
285214	540135
200495	540136
317157	540137
254458	540138
269725	540139
172972	540140
215949	540141
206537	540142
274514	540143
312205	540144
308702	540145
283099	540146
239277	540147
305636	540148
23473	540149
21978	540150
251931	540151
11857	540152
315231	540153
273649	540154
276861	540155
94256	540156
300474	540157
36989	540158
268235	540159
257058	540160
94698	540161
295470	540162
301251	540163
285238	540164
138282	540165
210954	540166
278327	540167
133943	540168
279794	540169
291733	540170
132552	540171
98003	540172
49303	540173
250865	540174
278998	540175
97128	540176
192475	540177
30750	540178
261057	540179
18236	540180
79591	540181
239425	540181
23187	540182
14587	540183
157732	540184
177608	540185
5524	540186
230092	540187
281482	540188
258313	540189
284234	540190
276989	540191
153310	540192
283009	540193
98232	540194
250972	540195
274268	540196
25574	540197
7542	540198
266424	540198
253485	540199
56958	540200
116651	540201
118592	540202
272881	540203
41216	540204
287973	540205
111683	540206
211460	540207
23258	540208
121850	540209
272719	540210
315599	540211
146476	540212
98587	540213
52599	540214
311138	540215
292942	540216
274044	540217
46149	540218
283629	540219
8098	540220
217923	540222
256092	540223
92091	540224
229858	540225
13207	540226
6034	540227
313362	540228
238704	540229
272711	540230
264419	540231
269366	540232
284030	540233
293824	540234
85584	540235
286887	540236
302195	540237
126345	540238
47552	540239
301661	540240
35441	540241
313950	540242
300446	540243
85912	540244
5842	540245
94474	540246
310865	540247
310902	540248
293281	540249
283588	540250
299203	540251
273379	540252
269910	540253
102141	540254
310085	540255
2045	540256
181218	540257
84114	540258
41182	540259
172021	540260
18823	540261
272379	540262
54586	540263
316208	540264
21547	540265
138103	540266
254887	540267
259590	540268
194043	540269
164848	540270
51283	540271
287368	540272
258595	540273
295917	540274
248001	540275
262684	540276
63317	540277
257948	540278
269249	540279
253520	540280
283669	540282
224514	540283
282841	540284
11562	540285
137191	540286
273970	540287
311146	540288
278669	540289
166911	540290
304347	540291
308489	540292
233938	540293
51469	540294
166165	540295
276357	540296
12297	540297
292766	540298
262226	540299
1628	540300
150075	540301
308752	540302
88333	540303
280245	540304
115978	540305
36926	540306
121682	540307
48284	540308
174884	540309
298228	540310
71505	540311
76956	540312
266777	540313
85990	540314
71394	540315
182905	540316
313968	540317
261840	540318
270771	540319
116173	540320
299902	540321
133995	540322
311203	540323
311451	540324
134364	540325
258600	540326
311204	540327
31607	540328
281322	540329
307081	540330
311061	540331
310264	540332
296740	540333
284864	540334
251428	540335
306001	540336
281319	540337
161284	540338
218058	540339
304278	540340
211926	540341
17144	540342
22472	540343
88255	540344
290617	540345
33076	540346
285156	540347
304865	540348
22475	540349
275223	540350
64362	540351
221637	540352
285041	540353
72930	540354
270069	540355
298646	540356
212413	540357
277398	540358
50616	540359
202582	540359
14227	540360
85434	540361
155833	540362
184941	540363
308956	540364
259254	540365
43044	540366
17978	540367
199664	540368
246120	540369
286956	540370
146312	540371
148794	540371
99069	540372
231149	540373
247361	540374
204168	540375
118220	540376
190811	540377
130512	540378
46150	540379
277172	540380
255955	540381
93155	540382
98177	540383
310816	540384
9424	540385
240504	540386
317699	540387
175682	540388
102184	540389
288573	540390
116764	540391
141802	540392
252504	540393
279676	540394
102187	540395
79289	540396
288500	540397
258859	540398
9088	540399
298881	540400
301122	540401
184527	540402
10686	540403
4841	540404
102630	540405
23743	540406
265388	540407
288489	540407
301118	540408
151767	540409
164028	540410
297265	540411
306553	540412
291364	540413
133197	540414
313051	540415
295088	540416
275357	540417
108608	540418
246874	540419
93655	540420
242313	540421
78021	540422
289440	540422
295089	540423
304232	540424
145134	540425
271379	540426
270248	540427
314974	540428
187014	540429
308626	540430
56552	540431
280066	540432
274314	540433
10121	540434
194684	540434
70186	540435
48168	540436
224920	540437
16500	540438
284559	540439
274573	540440
256437	540441
294532	540442
265830	540443
7078	540444
307589	540445
284558	540446
81781	540447
276810	540448
300108	540449
247731	540450
98155	540451
255367	540452
288389	540453
7166	540454
256517	540455
257113	540456
182042	540457
202219	540458
211905	540459
255366	540460
260728	540461
227227	540462
239270	540463
14112	540464
9595	540465
138450	540466
270026	540467
224086	540468
102161	540469
258744	540470
82274	540471
287421	540472
9273	540473
33962	540474
270019	540475
179137	540476
160148	540477
266643	540478
38427	540479
310142	540480
215247	540481
284851	540482
268951	540483
145032	540484
280317	540485
63443	540487
242399	540488
239481	540489
109358	540490
145028	540491
315837	540492
270934	540493
249241	540494
306629	540495
261699	540496
205509	540497
277043	540497
287132	540498
208716	540499
279999	540500
77918	540501
272019	540502
29612	540503
43263	540504
277046	540505
283337	540506
178995	540507
305353	540508
146184	540509
300211	540510
76088	540511
296011	540512
242057	540513
238498	540514
280498	540515
29756	540516
269719	540517
271703	540518
284341	540519
270291	540520
266451	540521
312765	540522
173640	540523
66672	540524
273341	540525
172221	540526
243765	540527
38062	540528
50280	540529
190655	540530
99523	540531
164314	540532
193896	540533
107900	540534
266854	540535
314395	540536
14036	540537
269838	540538
163854	540539
190553	540540
76471	540541
258178	540542
29541	540543
108077	540543
296887	540544
309225	540545
291088	540546
266784	540547
257731	540548
313821	540549
180245	540550
247102	540551
263789	540552
129964	540553
41521	540554
94716	540555
226795	540556
45212	540557
291647	540558
297538	540559
265146	540560
102049	540561
6516	540562
49007	540563
112754	540565
115877	540566
313857	540567
258582	540568
218202	540569
38520	540570
54784	540571
11519	540572
301879	540573
213259	540574
140723	540575
278663	540576
287556	540577
173052	540578
247918	540579
218443	540580
316420	540581
304318	540582
89358	540583
246329	540584
312520	540585
187845	540586
180782	540587
121786	540588
174475	540589
246375	540590
16898	540591
300027	540592
81998	540593
69073	540594
87393	540595
292607	540596
303416	540597
300026	540598
184535	540599
107175	540600
299366	540601
